Card_ID,Customer_ID,Account_ID,Branch,Card_Number,Card_Type,Card_Network,Credit_Limit,Current_Balance,Issued_Date,Expiry_Date,Status
219,1013,2125,Herrera LLC Branch,3367303718376452,Silver,Amex,491208,122841.03,2017-01-13,2021-02-09,Expired
220,1054,2224,"Roberts, Murphy and Lewis Branch",4136502491630097,Gold,Visa,384768,114973.71,2017-11-03,2023-07-15,Blocked
221,1062,2062,Nguyen LLC Branch,4528127358573065,Gold,Visa,312101,28526.52,2017-10-15,2021-09-01,Blocked
222,1195,2581,Peters PLC Branch,4285574982182744,Platinum,Visa,279376,156178.11,2020-06-10,2027-05-27,Blocked
223,1020,2373,Sutton-Huang Branch,4935186387829456,Platinum,Visa,315267,119499.93,2023-09-14,2030-04-11,Active
224,1183,2033,Chen-Ramos Branch,4317310967899405,Gold,Visa,84959,3719.27,2020-11-13,2027-07-24,Expired
225,1480,2063,Morris PLC Branch,4586509480141381,Silver,Visa,393801,193515.98,2015-02-23,2019-04-25,Expired
226,1584,2184,Martin-Hardy Branch,5886195761228685,Gold,MasterCard,149331,28838.72,2020-12-17,2026-02-13,Expired
227,1381,2423,"Solis, Simpson and Martin Branch",3659398368457760,Silver,Amex,338401,335512.07,2018-12-14,2023-09-19,Blocked
228,1220,2323,Elliott-Dennis Branch,4048889921075224,Platinum,Visa,208251,1367.97,2020-10-21,2024-07-23,Expired
229,1583,2223,Gonzales-Klein Branch,5157279194096105,Platinum,MasterCard,475236,142714.53,2017-08-12,2022-01-17,Blocked
230,1392,2056,"Lopez, Tucker and Collins Branch",3480589258320679,Silver,Amex,441998,288527.09,2016-05-08,2020-08-14,Active
231,1488,2586,"Williams, Green and Dunlap Branch",3086416862278376,Gold,Amex,127601,16867.45,2018-04-01,2023-06-16,Expired
232,1590,2092,Moore-Soto Branch,5166553559042597,Gold,MasterCard,189595,147272.07,2017-09-19,2021-02-11,Blocked
233,1116,2056,Zimmerman PLC Branch,4392405147705383,Gold,Visa,409325,153014.19,2017-08-14,2021-09-25,Expired
234,1019,2386,"Gutierrez, Richards and Pace Branch",6980420439407016,Platinum,RuPay,376653,274927.91,2021-02-25,2026-11-10,Expired
235,1237,2390,"Berry, Kelley and Hughes Branch",6815798123878003,Platinum,RuPay,203351,176388.78,2016-03-17,2019-04-25,Blocked
236,1364,2310,Douglas and Sons Branch,3384046084325621,Business,Amex,59632,20679.18,2019-05-31,2023-04-16,Expired
237,1338,2460,"Wallace, Reynolds and Williams Branch",5823298324826292,Platinum,MasterCard,350363,53517.65,2019-09-06,2024-01-10,Active
238,1327,2424,"Huff, Bryant and Thomas Branch",4647423122099499,Gold,Visa,490151,431155.5,2017-01-24,2021-11-04,Expired
239,1138,2515,Johnson-Hunter Branch,5975267722330604,Business,MasterCard,63675,22875.97,2017-08-03,2024-06-09,Active
240,1502,2333,Sanchez-Montes Branch,5736609656999880,Silver,MasterCard,84674,14993.92,2023-07-01,2027-08-22,Blocked
241,1572,2397,Olsen and Sons Branch,3803476447264908,Gold,Amex,321949,173166.43,2015-06-23,2019-11-07,Blocked
242,1403,2424,Wolf-Rollins Branch,3570279371452111,Business,Amex,109334,19655.13,2016-01-06,2021-10-26,Expired
243,1388,2564,Lyons-Hart Branch,6602592222064474,Gold,RuPay,420817,161630.5,2015-12-16,2021-11-21,Active
244,1470,2510,Hodges LLC Branch,5780973397767199,Silver,MasterCard,376400,288094.98,2017-04-10,2020-04-16,Active
245,1051,2190,"Francis, Page and Morales Branch",6205020994510162,Gold,RuPay,342316,280740.67,2021-12-13,2028-06-21,Expired
246,1467,2593,Welch and Sons Branch,6501455616814721,Platinum,RuPay,412552,288723.2,2021-11-08,2028-07-22,Blocked
247,1112,2586,Hahn Group Branch,3817946954899529,Business,Amex,414815,86717.48,2020-11-18,2025-01-20,Expired
248,1199,2002,"Lane, Barton and Henson Branch",3107139660558303,Platinum,Amex,369504,85991.58,2020-07-10,2024-07-12,Blocked
249,1117,2342,"Taylor, David and Brown Branch",4569902355770272,Business,Visa,315651,173606.03,2018-06-14,2023-02-17,Expired
250,1579,2324,"Hill, Ramos and Brennan Branch",6880395512405682,Business,RuPay,439328,24612.16,2020-03-09,2025-07-03,Active
251,1279,2424,"Solis, Ibarra and Gamble Branch",4173574384215031,Business,Visa,419762,360080.02,2023-10-10,2028-07-01,Expired
252,1496,2537,Jones Group Branch,4452182307681040,Silver,Visa,312172,48098.77,2023-12-17,2029-08-30,Blocked
253,1024,2592,"Wallace, Reynolds and Williams Branch",3435334485714224,Silver,Amex,322932,247424.1,2015-07-08,2019-02-03,Active
254,1145,2291,Hall PLC Branch,4932149587020701,Business,Visa,233667,128368.62,2017-04-26,2023-05-11,Active
255,1365,2320,"Morse, Foley and Johnson Branch",4538179217174773,Gold,Visa,143838,101359.42,2019-10-13,2024-12-22,Active
256,1333,2465,Moreno PLC Branch,6701715772459928,Silver,RuPay,146129,102233.98,2019-01-28,2024-04-08,Blocked
257,1546,2473,"Crane, Cox and Miller Branch",4696393827615396,Business,Visa,390499,27695.75,2018-08-27,2024-10-07,Expired
258,1588,2499,Fisher Ltd Branch,6199758172461919,Business,RuPay,173812,30084.33,2021-02-08,2027-12-30,Blocked
259,1595,2001,Chen Ltd Branch,3227846997335494,Business,Amex,82234,7444.89,2022-03-26,2028-12-06,Expired
260,1131,2302,Jackson-Macias Branch,6058008514036965,Business,RuPay,54256,33177.04,2016-01-01,2022-04-07,Blocked
261,1143,2193,Ortiz LLC Branch,3865624220102762,Silver,Amex,160738,106486.93,2019-11-18,2025-12-07,Active
262,1466,2522,Harris Ltd Branch,3687653269097384,Business,Amex,366895,341326.46,2020-02-11,2027-01-04,Expired
263,1116,2595,Richardson-Griffith Branch,6712847818913718,Platinum,RuPay,347874,168116.42,2015-05-18,2018-08-02,Expired
264,1525,2481,Hartman and Sons Branch,4956544209494079,Gold,Visa,458172,4940.65,2018-11-08,2024-11-06,Expired
265,1294,2497,"Obrien, Wilson and Morgan Branch",4128144294440192,Gold,Visa,474094,349587.47,2022-05-12,2026-12-29,Expired
266,1497,2186,Smith Inc Branch,3805129276637239,Platinum,Amex,186971,146309.99,2019-02-23,2023-02-16,Active
267,1488,2309,Wilson PLC Branch,6783667428604765,Silver,RuPay,77537,12995.23,2023-06-22,2027-02-13,Active
268,1277,2274,Andrews Ltd Branch,6149673938525800,Silver,RuPay,391870,336363.84,2019-11-04,2026-04-06,Active
269,1225,2291,"Taylor, Mckay and Orozco Branch",3430091093911192,Business,Amex,104477,71618.94,2016-02-05,2022-01-14,Expired
270,1078,2465,"Ortega, Swanson and Clark Branch",5465421406650442,Business,MasterCard,146606,37140.54,2016-03-30,2023-02-21,Active
271,1112,2148,Scott LLC Branch,3863917410119470,Business,Amex,255853,45654.96,2017-04-01,2023-09-01,Active
272,1401,2589,Orozco PLC Branch,4087766183067198,Platinum,Visa,254725,67868.03,2015-06-04,2022-02-23,Blocked
273,1375,2548,Evans-Clark Branch,6517432806346157,Silver,RuPay,381492,380353.55,2019-06-29,2022-10-19,Expired
274,1245,2501,Gonzalez-Martin Branch,3618478700505061,Gold,Amex,123370,4404.1,2023-03-31,2027-04-22,Expired
275,1074,2038,Baldwin and Sons Branch,3270790320204179,Gold,Amex,128094,94924.25,2022-08-09,2028-08-10,Expired
276,1065,2208,"Grant, Walters and Jordan Branch",4656519825309251,Silver,Visa,310646,184827.35,2016-03-11,2019-10-30,Blocked
277,1450,2250,Choi PLC Branch,5902196207100219,Platinum,MasterCard,138107,96163.32,2023-06-30,2028-10-26,Blocked
278,1536,2462,Hall PLC Branch,3632909279145608,Gold,Amex,158087,22620.33,2022-10-06,2026-06-21,Active
279,1225,2476,Beltran-Nelson Branch,4340312772200543,Business,Visa,374492,135529.14,2020-12-11,2024-06-23,Blocked
280,1551,2181,Richardson-Morales Branch,6207811379956353,Silver,RuPay,72710,7592.46,2021-12-01,2027-06-16,Blocked
281,1385,2226,"Peters, Mercer and Floyd Branch",5179706239726527,Gold,MasterCard,436792,180218.4,2016-02-06,2020-06-04,Expired
282,1288,2140,Andrews-Marquez Branch,6177625349292983,Silver,RuPay,226103,28762.96,2018-01-09,2022-02-26,Blocked
283,1015,2439,Moore-Schaefer Branch,3335693929060078,Silver,Amex,298244,249626.96,2017-06-05,2023-09-28,Blocked
284,1247,2086,"Ortiz, Peck and Meza Branch",3806325431074279,Silver,Amex,480593,47097.73,2020-05-17,2027-04-12,Blocked
285,1476,2002,Sullivan and Sons Branch,3165804649893195,Silver,Amex,418645,169702.09,2023-08-28,2027-06-06,Expired
286,1375,2376,Garcia Group Branch,6281832538179335,Platinum,RuPay,250778,91682.14,2015-07-31,2019-03-14,Blocked
287,1498,2514,Middleton Ltd Branch,3817884795137116,Gold,Amex,83223,31026.68,2018-02-09,2021-05-30,Blocked
288,1509,2155,"Stout, Baker and Bowman Branch",4380468275670431,Silver,Visa,194673,21808.16,2016-03-23,2020-02-23,Active
289,1498,2543,"Powell, Jones and Hamilton Branch",6877492424375402,Platinum,RuPay,229721,150641.96,2019-08-14,2025-11-10,Blocked
290,1187,2180,Hess-Miller Branch,3223105927452380,Platinum,Amex,134300,95596.37,2016-11-12,2023-05-01,Blocked
291,1125,2026,"Steele, Marsh and Richardson Branch",5672752088547492,Business,MasterCard,333045,324873.97,2019-03-08,2024-09-10,Blocked
292,1316,2026,Coleman-Riggs Branch,4693751509398343,Silver,Visa,71013,9900.87,2023-03-16,2028-11-19,Active
293,1200,2503,Adams LLC Branch,3599805626565045,Platinum,Amex,95810,93495.18,2022-08-05,2029-05-10,Blocked
294,1426,2454,"Stanley, Brown and Torres Branch",3426629912347851,Business,Amex,163086,118702.69,2021-04-16,2024-10-11,Active
295,1582,2141,"Valencia, Hernandez and Brooks Branch",4326487049478730,Silver,Visa,193303,80126.8,2019-08-05,2026-03-04,Active
296,1295,2428,"Stafford, Oneal and Williams Branch",6273014719597964,Business,RuPay,487383,310248.93,2018-05-14,2024-12-14,Expired
297,1167,2596,Phillips PLC Branch,4025725204565044,Silver,Visa,434280,249825.51,2019-03-09,2025-01-20,Expired
298,1557,2331,Lee-Reyes Branch,5544518952028457,Business,MasterCard,146074,111701.24,2023-08-06,2030-02-11,Blocked
299,1573,2539,Garcia-Kane Branch,5881671120754527,Platinum,MasterCard,131031,65958.76,2016-02-24,2020-05-14,Active
300,1233,2315,Garza-Norris Branch,6232161107603108,Silver,RuPay,166579,21441.13,2015-04-28,2018-12-25,Blocked
301,1099,2127,Evans Group Branch,4939325012495528,Gold,Visa,84732,25559.05,2017-11-02,2021-01-28,Expired
302,1197,2289,Rogers-Quinn Branch,4280138759271256,Business,Visa,450159,6295.16,2016-02-10,2022-05-08,Active
303,1478,2113,Black-Schmidt Branch,5827548015716479,Platinum,MasterCard,449197,442285.09,2019-07-28,2023-03-15,Expired
304,1194,2072,"Bryan, Cruz and Fisher Branch",3752071678112669,Silver,Amex,263533,76579.88,2017-07-14,2023-08-21,Expired
305,1126,2239,Jackson-Macias Branch,5674994657967842,Business,MasterCard,154378,52277.28,2015-09-23,2020-10-05,Active
306,1031,2102,Johnson Ltd Branch,4017026952499118,Business,Visa,310714,71719.56,2017-10-23,2023-07-21,Blocked
307,1556,2352,Miller and Sons Branch,5880061675677002,Platinum,MasterCard,311042,152488.45,2018-04-17,2024-12-31,Expired
308,1500,2113,Smith Ltd Branch,5978897782806479,Business,MasterCard,120510,37654.52,2020-07-06,2025-12-04,Expired
309,1132,2376,"Brown, Ramirez and Greer Branch",6590561655650333,Platinum,RuPay,218025,13391.96,2023-08-06,2028-03-09,Expired
310,1021,2552,"Mack, Mcmillan and Campbell Branch",4507698640790569,Business,Visa,209861,24023.06,2022-09-19,2026-01-30,Blocked
311,1509,2515,"Butler, Sullivan and Torres Branch",4529456371834404,Business,Visa,412211,278288.3,2020-06-23,2024-01-13,Active
312,1069,2581,"Malone, Stewart and Stephens Branch",4876351484685366,Platinum,Visa,99667,58989.37,2023-01-18,2029-04-15,Expired
313,1591,2512,Thompson PLC Branch,3374896908357232,Platinum,Amex,144686,127453.4,2022-07-13,2028-08-06,Blocked
314,1274,2294,"Patton, Maddox and Jackson Branch",3249363123034778,Business,Amex,382360,77832.45,2018-07-29,2021-12-06,Blocked
315,1285,2564,"Collins, Neal and Lane Branch",4207001594165162,Gold,Visa,192979,26328.25,2017-04-07,2021-02-26,Active
316,1509,2093,Brown PLC Branch,4391559636321234,Business,Visa,484625,281285.92,2020-11-07,2027-07-29,Blocked
317,1325,2559,Garcia-Watkins Branch,6673425754090034,Business,RuPay,307089,163822.76,2021-08-11,2024-12-02,Blocked
318,1398,2009,Roberts PLC Branch,6644134327560417,Business,RuPay,330447,286482.0,2022-09-07,2026-05-13,Expired
319,1268,2519,Sanchez PLC Branch,3156985700272063,Platinum,Amex,480042,48194.09,2018-09-24,2024-02-05,Blocked
320,1421,2328,Jones-Baker Branch,4772429543165266,Gold,Visa,180864,93392.0,2016-03-29,2020-02-15,Active
321,1474,2204,"Edwards, Dixon and Lopez Branch",4420696942152910,Business,Visa,370865,232394.15,2021-04-06,2027-11-21,Blocked
322,1295,2507,"Smith, Reed and Huang Branch",3626393436262044,Gold,Amex,424112,86156.39,2016-04-30,2020-08-01,Expired
323,1088,2011,James-Collier Branch,3725636694118005,Gold,Amex,355609,243331.53,2017-10-14,2022-11-09,Blocked
324,1006,2260,"Brown, Ramirez and Greer Branch",6896465280924287,Platinum,RuPay,470609,281533.39,2021-10-19,2028-07-22,Blocked
325,1267,2120,Garza-Norris Branch,5502745644948562,Platinum,MasterCard,422378,224039.34,2016-01-03,2020-10-12,Expired
326,1055,2194,Edwards PLC Branch,3203207427617075,Business,Amex,341333,291168.54,2023-07-26,2027-05-30,Blocked
327,1291,2185,Mckinney-Ramirez Branch,3284993908926137,Silver,Amex,114830,40145.06,2016-04-05,2020-02-02,Blocked
328,1109,2332,Brown LLC Branch,4201777490509759,Gold,Visa,406851,49632.14,2018-03-10,2025-01-02,Active
329,1073,2561,Daniels-Arellano Branch,4961642361032664,Gold,Visa,198349,64100.61,2023-12-28,2030-08-06,Active
330,1135,2368,Anderson-Dunn Branch,6158377674996165,Gold,RuPay,435817,351422.43,2020-07-03,2025-12-04,Blocked
331,1230,2159,Beasley-Kirk Branch,3788147617422438,Business,Amex,319138,109063.77,2016-01-16,2019-04-07,Blocked
332,1423,2097,Booth-Daniels Branch,4794549180172260,Silver,Visa,73642,37808.87,2021-03-06,2024-08-08,Blocked
333,1272,2350,"Robertson, Moore and Howell Branch",6232194168006102,Business,RuPay,429634,195482.67,2018-07-09,2024-10-22,Blocked
334,1405,2310,"Roberts, Murphy and Lewis Branch",3122031030372368,Gold,Amex,430586,209575.89,2022-05-18,2028-09-30,Active
335,1120,2171,Walker-Murray Branch,6277707933496050,Silver,RuPay,127681,60519.4,2023-08-19,2029-03-24,Expired
336,1038,2500,"Lane, Barton and Henson Branch",3678997308069581,Platinum,Amex,436441,252551.5,2019-08-30,2025-06-09,Expired
337,1460,2447,Duncan LLC Branch,3024375738395972,Platinum,Amex,309411,192669.21,2020-04-22,2023-12-17,Expired
338,1166,2213,Curtis-Diaz Branch,3417223297167433,Silver,Amex,392098,288029.17,2019-09-04,2026-06-12,Active
339,1033,2066,Lowery and Sons Branch,6561931837455084,Gold,RuPay,404905,64220.15,2017-12-04,2022-12-04,Expired
340,1109,2105,Perez and Sons Branch,4808121352478712,Platinum,Visa,279547,223354.39,2022-12-03,2026-03-15,Blocked
341,1252,2486,"Taylor, David and Brown Branch",5548214565328632,Business,MasterCard,280219,271710.62,2016-05-18,2020-07-04,Blocked
342,1454,2150,"Huff, Bryant and Thomas Branch",3081155626060290,Platinum,Amex,466603,318315.93,2020-02-23,2026-01-14,Blocked
343,1353,2009,Ramsey-Carr Branch,3489267389975634,Silver,Amex,340251,297225.02,2022-08-20,2029-07-24,Active
344,1219,2096,Chavez-Pierce Branch,6884852008943468,Silver,RuPay,322876,320268.44,2019-05-17,2023-01-29,Expired
345,1049,2128,Black-Schmidt Branch,4749075399893544,Gold,Visa,378723,192201.69,2019-03-08,2023-08-20,Expired
346,1370,2466,"Marquez, Reese and Dawson Branch",3126611062737158,Business,Amex,105169,34479.34,2020-10-29,2025-03-19,Expired
347,1502,2427,Edwards PLC Branch,3228277288137702,Platinum,Amex,311529,198276.11,2017-12-16,2024-03-25,Active
348,1536,2157,Garcia Group Branch,3154544702296044,Gold,Amex,243769,139378.52,2016-03-27,2019-11-29,Active
349,1428,2493,Burke-Moreno Branch,3949756792287772,Platinum,Amex,337067,117518.05,2015-01-09,2018-09-15,Active
350,1454,2285,"Brown, Ramirez and Greer Branch",3120948181398909,Gold,Amex,257301,87224.49,2019-05-06,2023-08-24,Blocked
351,1282,2211,Ramirez-Kennedy Branch,4397189569070562,Business,Visa,328847,59108.08,2016-05-07,2023-01-14,Active
352,1555,2173,Garcia-Robinson Branch,6422412462095200,Platinum,RuPay,97723,11203.42,2019-04-14,2023-09-21,Blocked
353,1385,2124,"Collins, Neal and Lane Branch",4033993788614057,Business,Visa,266438,237932.07,2018-08-03,2022-05-20,Active
354,1276,2568,Ramirez-Kennedy Branch,3913824967183258,Gold,Amex,382158,89325.79,2015-04-29,2020-08-09,Active
355,1297,2172,Parsons-Tucker Branch,3007494653984028,Silver,Amex,71911,71.99,2021-03-23,2026-10-03,Blocked
356,1443,2216,"Thomas, Brock and Hansen Branch",4985547435537950,Gold,Visa,114475,95071.27,2019-06-08,2026-05-07,Expired
357,1424,2570,Ramirez-Brown Branch,4768118071569562,Silver,Visa,52243,47094.19,2021-10-29,2027-06-30,Active
358,1288,2367,Roberts-Silva Branch,3319433750479303,Business,Amex,283086,2650.62,2019-02-26,2023-03-27,Active
359,1580,2579,"Liu, Medina and Garza Branch",6219212493843089,Platinum,RuPay,309004,52678.1,2021-05-20,2027-03-09,Expired
360,1331,2443,Richardson-Morales Branch,3641877580304687,Platinum,Amex,386050,259850.17,2015-01-09,2020-05-31,Active
361,1232,2434,Gonzalez-Martin Branch,3133254110760954,Gold,Amex,92891,81753.23,2017-03-08,2022-01-21,Active
362,1533,2243,Alvarez PLC Branch,3199717911006512,Silver,Amex,486478,26480.39,2017-09-03,2022-07-31,Blocked
363,1058,2573,Perez Ltd Branch,4046619639907676,Silver,Visa,378301,163365.12,2018-05-19,2024-10-19,Blocked
364,1106,2013,Hebert Group Branch,4919392845679723,Gold,Visa,222068,130534.54,2020-02-03,2025-12-27,Active
365,1319,2598,Smith PLC Branch,4822749545089203,Silver,Visa,356458,155361.55,2016-06-06,2021-03-05,Blocked
366,1350,2194,Fleming-Washington Branch,6779599594652170,Business,RuPay,385835,350531.18,2017-03-11,2021-04-24,Active
367,1245,2493,Wright Ltd Branch,4563620501508124,Business,Visa,413447,95206.1,2022-03-01,2026-05-30,Active
368,1225,2269,Simpson-Boyle Branch,6258323024102615,Gold,RuPay,154397,30543.59,2015-06-29,2018-08-27,Blocked
369,1540,2445,Clark-Lewis Branch,3112233865596309,Gold,Amex,474404,176644.45,2017-09-10,2022-10-06,Expired
370,1130,2521,"Thomas, Brock and Hansen Branch",6973179128685787,Gold,RuPay,221799,54822.42,2023-11-09,2027-09-08,Blocked
371,1486,2275,Murray-Wright Branch,6969033373634669,Gold,RuPay,303386,217118.15,2020-11-22,2027-10-14,Blocked
372,1456,2532,Bright Inc Branch,6539078956776657,Platinum,RuPay,120427,90515.67,2021-03-05,2024-08-24,Blocked
373,1368,2085,"Hernandez, Stewart and Lee Branch",3488814311150835,Gold,Amex,281571,65828.6,2015-04-12,2019-04-13,Expired
374,1196,2142,Myers-Hall Branch,6840445669078263,Gold,RuPay,440705,359423.48,2017-10-21,2022-07-01,Expired
375,1473,2349,Morris Ltd Branch,5153663778052924,Silver,MasterCard,320441,188100.03,2020-04-27,2024-08-17,Blocked
376,1551,2307,Jackson-Macias Branch,6590902259999663,Business,RuPay,269753,114839.07,2018-10-23,2023-01-26,Active
377,1312,2096,Pitts Inc Branch,3218209702316433,Platinum,Amex,106957,35171.89,2017-02-10,2022-10-09,Expired
378,1335,2421,Clark-Lewis Branch,4621286716323467,Gold,Visa,243279,126147.87,2020-02-06,2023-06-02,Expired
379,1283,2207,James-Collier Branch,6027169385977790,Silver,RuPay,313441,224665.75,2021-08-03,2025-09-21,Blocked
380,1401,2180,Rivas LLC Branch,3632967629160324,Platinum,Amex,491785,349977.78,2018-11-21,2025-10-24,Expired
381,1378,2079,"Sanchez, Brennan and Ortega Branch",4185672438070176,Platinum,Visa,308729,126973.49,2022-10-30,2027-01-16,Expired
382,1140,2335,"Schroeder, Lane and Arnold Branch",3777118372742209,Silver,Amex,69804,749.51,2017-03-07,2022-05-27,Active
383,1012,2280,Fisher Ltd Branch,6275230837081647,Silver,RuPay,438731,171477.79,2016-05-23,2022-05-21,Expired
384,1384,2245,Moore-Hodges Branch,4310600531312206,Silver,Visa,452188,91223.53,2015-07-19,2020-08-28,Blocked
385,1439,2124,"Summers, Gonzalez and Lucas Branch",6331552065063731,Platinum,RuPay,149377,93311.83,2021-04-21,2027-10-25,Expired
386,1105,2550,James Group Branch,6924195625257150,Business,RuPay,164588,67661.61,2015-06-29,2018-11-12,Blocked
387,1022,2128,Baldwin and Sons Branch,5436391025743263,Silver,MasterCard,419428,414554.61,2020-08-24,2026-12-09,Active
388,1534,2425,Olsen and Sons Branch,3403553380339685,Gold,Amex,120394,33484.76,2023-04-16,2028-02-17,Blocked
389,1145,2210,Richardson-Morales Branch,4212983381674233,Business,Visa,86692,82674.8,2015-09-22,2021-06-23,Active
390,1279,2493,"Hughes, Bryan and Edwards Branch",5156627768962706,Business,MasterCard,352211,157886.04,2018-05-26,2022-12-30,Active
391,1264,2390,"Sullivan, Bradford and Becker Branch",6747468971527323,Silver,RuPay,130110,71931.59,2021-09-03,2027-09-07,Active
392,1394,2502,Brown LLC Branch,6491601692364587,Platinum,RuPay,268009,252004.84,2020-07-05,2025-10-10,Expired
393,1490,2036,Davis PLC Branch,4502497243992011,Business,Visa,272319,200335.34,2022-04-20,2027-06-17,Blocked
394,1259,2310,Chapman PLC Branch,4886946119524364,Silver,Visa,271744,45061.57,2020-10-24,2024-11-13,Active
395,1538,2427,Perez-Griffin Branch,3462252237281793,Gold,Amex,86617,67019.35,2015-01-07,2018-07-23,Active
396,1419,2452,Phillips PLC Branch,4912141614150937,Business,Visa,474242,360027.78,2023-05-30,2027-06-07,Expired
397,1597,2043,"Cruz, Jones and Sweeney Branch",4138069847759655,Platinum,Visa,189502,142467.36,2015-02-08,2018-06-12,Blocked
398,1365,2339,Franklin and Sons Branch,5107620918435797,Business,MasterCard,258913,97981.92,2019-01-19,2025-10-11,Expired
399,1047,2334,Johnson LLC Branch,5739769156716493,Gold,MasterCard,476046,153374.2,2015-01-13,2021-08-10,Expired
400,1173,2457,"Ortega, Swanson and Clark Branch",4178333211602564,Gold,Visa,467763,40737.43,2016-06-07,2022-03-22,Expired
401,1548,2504,"Lam, Jones and Ortega Branch",6153991566863341,Platinum,RuPay,401588,49434.72,2022-06-20,2028-02-19,Active
402,1119,2587,Garcia-Kane Branch,4525690409836655,Gold,Visa,438277,259547.85,2016-01-01,2020-11-26,Expired
403,1324,2149,Jarvis-Williams Branch,5437729420954814,Business,MasterCard,54817,29507.6,2016-03-12,2021-05-29,Expired
404,1342,2157,Thomas-Calhoun Branch,5330276420865675,Business,MasterCard,419172,405127.94,2020-07-20,2025-03-07,Blocked
405,1562,2404,"Smith, Jenkins and Hampton Branch",4125904729277423,Gold,Visa,198040,137910.37,2020-12-02,2025-07-03,Expired
406,1152,2386,Perez Ltd Branch,5620157201859626,Gold,MasterCard,54788,19845.63,2023-03-31,2029-11-22,Active
407,1385,2092,Clark-Williams Branch,4764750111178309,Business,Visa,306180,92677.5,2017-09-13,2022-12-03,Blocked
408,1306,2586,Rodriguez LLC Branch,4215182606888718,Silver,Visa,144946,55653.45,2023-11-28,2030-03-25,Active
409,1322,2126,Blair-Rivas Branch,4029321840118458,Gold,Visa,414493,74582.86,2017-01-10,2023-05-20,Blocked
410,1547,2456,Jackson-Smith Branch,4297585988310303,Gold,Visa,74204,70212.91,2017-10-14,2022-06-20,Blocked
411,1285,2132,"Holmes, Harrell and Woods Branch",5961844626714628,Gold,MasterCard,339444,73333.47,2016-07-03,2022-11-17,Active
412,1578,2524,Hurley-Reynolds Branch,6926256609314181,Business,RuPay,388465,74829.01,2022-02-06,2029-01-02,Active
413,1150,2232,"Malone, Stewart and Stephens Branch",6401636112849718,Platinum,RuPay,240221,218419.84,2022-03-07,2025-09-04,Expired
414,1175,2326,Simmons-Gardner Branch,6625889679240822,Gold,RuPay,368487,36504.59,2021-03-09,2025-09-14,Blocked
415,1429,2469,Moore-Hodges Branch,6275784468341465,Silver,RuPay,244065,172676.58,2015-08-05,2022-03-05,Expired
416,1087,2293,Franklin and Sons Branch,4870682778816093,Silver,Visa,99090,16361.06,2015-11-11,2020-03-15,Expired
417,1460,2173,"Cunningham, Lee and Fleming Branch",3832152850676251,Platinum,Amex,443041,152876.0,2022-11-17,2028-11-14,Expired
418,1272,2219,Jackson-Smith Branch,5096348079705097,Platinum,MasterCard,202077,60456.99,2021-01-17,2024-09-14,Blocked
419,1412,2364,Mcgee and Sons Branch,6016731882617024,Gold,RuPay,233354,207730.86,2016-03-14,2019-03-24,Blocked
420,1550,2276,Morgan Inc Branch,3177225605313402,Business,Amex,241100,103273.13,2019-03-14,2023-11-15,Blocked
421,1273,2122,Vaughn Ltd Branch,6678725686211022,Platinum,RuPay,399283,79454.09,2015-05-10,2019-04-02,Expired
422,1440,2009,"Griffin, White and Miller Branch",4674471639282341,Platinum,Visa,173996,9054.72,2023-08-10,2030-06-10,Expired
423,1515,2186,"Smith, Arellano and Conrad Branch",5392312604326093,Silver,MasterCard,154025,72991.34,2022-06-22,2027-11-16,Active
424,1228,2345,Barnes PLC Branch,3670860414545635,Silver,Amex,210665,147498.97,2019-07-27,2025-07-05,Active
425,1293,2484,"Lee, Escobar and Torres Branch",4491624755411082,Platinum,Visa,396255,295112.78,2015-01-03,2018-04-18,Blocked
426,1283,2216,Richardson and Sons Branch,6961129109337118,Platinum,RuPay,327276,197908.32,2023-05-02,2029-08-19,Blocked
427,1131,2197,Morales Group Branch,3684855716176880,Gold,Amex,329737,237664.36,2023-07-15,2027-08-31,Expired
428,1195,2408,"Ramirez, Ray and Harvey Branch",6788127868669432,Silver,RuPay,201863,9173.71,2022-10-24,2026-07-14,Active
429,1516,2538,Ramirez-Cochran Branch,5443448123083402,Platinum,MasterCard,54645,48041.43,2021-08-22,2028-07-17,Active
430,1548,2119,"Ryan, Williams and Bowen Branch",6059551842694500,Platinum,RuPay,386809,379081.97,2023-11-13,2027-02-25,Active
431,1392,2264,"Sanchez, Cooper and Suarez Branch",6983735439627365,Gold,RuPay,58199,31275.48,2016-12-24,2021-05-31,Blocked
432,1194,2584,"Wilkinson, Norris and Johnson Branch",4724042269312163,Business,Visa,290852,53815.77,2020-07-24,2024-07-29,Expired
433,1103,2387,Hodges LLC Branch,3601002314290018,Platinum,Amex,121980,88650.75,2016-02-15,2022-01-27,Expired
434,1168,2315,"Stanley, Brown and Torres Branch",4572308481001841,Business,Visa,301881,229330.47,2017-04-08,2021-01-17,Active
435,1362,2294,Navarro-Moore Branch,4361721314519515,Silver,Visa,168843,72118.83,2017-07-07,2020-08-24,Active
436,1436,2154,Cunningham Inc Branch,5494514754102252,Business,MasterCard,328124,109870.37,2016-12-30,2022-05-25,Blocked
437,1149,2093,Moore-Schaefer Branch,3522655767695236,Business,Amex,352956,150872.16,2015-10-03,2019-05-21,Expired
438,1394,2086,"Phillips, Hamilton and Campos Branch",3968931350305872,Silver,Amex,308265,164143.23,2021-01-15,2027-01-12,Active
